#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Thumpd1	Mapre2	2098722	2096195	10090.ENSMUSP00000033236	10090.ENSMUSP00000025127	0	0	0	0	0	0.626	0	0	0.626
Aldh1b1	Acaca	2100521	2094986	10090.ENSMUSP00000041260	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.625	0.625
Acaca	Txnrd3	2094986	2093155	10090.ENSMUSP00000020843	10090.ENSMUSP00000000828	0	0	0	0	0	0.115	0	0.593	0.624
Jun	Hsp90aa1	2102864	2095266	10090.ENSMUSP00000054270	10090.ENSMUSP00000021698	0	0	0	0	0	0.061	0	0.616	0.624
Eif3l	Cops6	2100075	2094673	10090.ENSMUSP00000038839	10090.ENSMUSP00000019638	0	0	0	0	0	0.614	0	0.064	0.623
Actg2	Wdr1	2106112	2093682	10090.ENSMUSP00000074658	10090.ENSMUSP00000005234	0	0	0	0	0	0.399	0	0.398	0.622
Ifih1	Rad51l3	2097157	2094584	10090.ENSMUSP00000028259	10090.ENSMUSP00000018985	0	0	0	0	0	0.294	0	0.485	0.620
Jun	H2-K1	2102864	2096205	10090.ENSMUSP00000054270	10090.ENSMUSP00000025181	0	0	0	0	0	0	0	0.620	0.620
Rpsa	Dimt1	2099357	2095425	10090.ENSMUSP00000035105	10090.ENSMUSP00000022203	0	0	0	0	0	0.522	0	0.239	0.620
Klk1b9	Serpinc1	2107095	2105129	10090.ENSMUSP00000080133	10090.ENSMUSP00000068971	0	0	0	0	0	0.167	0	0.562	0.620
Msl3	Actl6a	2111619	2097452	10090.ENSMUSP00000107765	10090.ENSMUSP00000029214	0	0	0	0	0	0.603	0	0.082	0.619
Gm3550	Rpl23a	2110572	2110240	10090.ENSMUSP00000100655	10090.ENSMUSP00000099541	0	0	0	0	0	0.497	0	0.268	0.616
Suclg2	Acaca	2106874	2094986	10090.ENSMUSP00000078774	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.616	0.616
Gnai1	Prkg1	2106032	2105868	10090.ENSMUSP00000074259	10090.ENSMUSP00000073268	0	0	0	0	0	0.208	0	0.536	0.616
Rps23	Dimt1	2102909	2095425	10090.ENSMUSP00000054490	10090.ENSMUSP00000022203	0	0	0	0	0	0.515	0	0.239	0.615
Iffo2	Acaca	2114510	2094986	10090.ENSMUSP00000134062	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.614	0.614
Shoc2	Hsp90aa1	2096464	2095266	10090.ENSMUSP00000025932	10090.ENSMUSP00000021698	0	0	0	0	0	0.174	0	0.551	0.613
Jun	Actl6a	2102864	2097452	10090.ENSMUSP00000054270	10090.ENSMUSP00000029214	0	0	0	0	0	0.179	0	0.547	0.612
Lrit1	Prkg1	2112458	2105868	10090.ENSMUSP00000113964	10090.ENSMUSP00000073268	0	0	0	0	0	0.177	0	0.547	0.611
Rtn4rl2	Hsp90aa1	2103442	2095266	10090.ENSMUSP00000057725	10090.ENSMUSP00000021698	0	0	0	0	0	0.174	0	0.548	0.610
Abcg2	Pou5f1	2098315	2096242	10090.ENSMUSP00000031822	10090.ENSMUSP00000025271	0	0	0	0	0	0	0	0.610	0.610
Lrrd1	Hsp90aa1	2100042	2095266	10090.ENSMUSP00000038675	10090.ENSMUSP00000021698	0	0	0	0	0	0.174	0	0.548	0.610
Lrrc4c	Hsp90aa1	2113123	2095266	10090.ENSMUSP00000125218	10090.ENSMUSP00000021698	0	0	0	0	0	0.174	0	0.548	0.610
Lrrc8b	Hsp90aa1	2111685	2095266	10090.ENSMUSP00000108327	10090.ENSMUSP00000021698	0	0	0	0	0	0.174	0	0.548	0.610
Inhba	Pou5f1	2101745	2096242	10090.ENSMUSP00000047894	10090.ENSMUSP00000025271	0	0	0	0	0	0	0	0.609	0.609
Tbpl2	Jun	2106963	2102864	10090.ENSMUSP00000079309	10090.ENSMUSP00000054270	0	0	0	0	0	0.313	0	0.455	0.609
Gm4950	Cops6	2108282	2094673	10090.ENSMUSP00000089519	10090.ENSMUSP00000019638	0	0	0	0	0	0.600	0	0.063	0.609
Tek	Pdgfb	2110387	2093117	10090.ENSMUSP00000099862	10090.ENSMUSP00000000500	0	0	0	0	0	0.045	0	0.607	0.608
Rab9	Stx12	2112960	2097934	10090.ENSMUSP00000123325	10090.ENSMUSP00000030698	0	0	0	0	0	0.080	0	0.591	0.608
E2f1	Pten	2110194	2094170	10090.ENSMUSP00000099434	10090.ENSMUSP00000013807	0	0	0	0	0	0	0	0.608	0.608
Bhlhe22	Gnb3	2096512	2096026	10090.ENSMUSP00000026120	10090.ENSMUSP00000024206	0	0	0	0	0	0	0	0.607	0.607
Irf9	Ifih1	2112825	2097157	10090.ENSMUSP00000120525	10090.ENSMUSP00000028259	0	0	0	0	0	0	0	0.607	0.607
Itga4	Cd38	2110328	2098029	10090.ENSMUSP00000099718	10090.ENSMUSP00000030964	0	0	0	0	0	0	0	0.606	0.606
Dnahc7a	Dynlt3	2108718	2098795	10090.ENSMUSP00000092571	10090.ENSMUSP00000033519	0	0	0	0	0	0.314	0	0.449	0.605
Rbm27	Yipf5	2108284	2096267	10090.ENSMUSP00000089540	10090.ENSMUSP00000025364	0	0	0	0	0	0	0	0.605	0.605
Gm12597	Irf3	2110396	2093473	10090.ENSMUSP00000099873	10090.ENSMUSP00000003284	0	0	0	0	0	0	0	0.605	0.605
Cct3	Yars	2093234	2093226	10090.ENSMUSP00000001452	10090.ENSMUSP00000001365	0	0	0	0	0	0.169	0	0.545	0.605
Lrit1	Gnai1	2112458	2106032	10090.ENSMUSP00000113964	10090.ENSMUSP00000074259	0	0	0	0	0	0.133	0	0.564	0.605
Bet1	Stx12	2101175	2097934	10090.ENSMUSP00000044877	10090.ENSMUSP00000030698	0	0	0	0	0	0.410	0	0.356	0.603
Cd38	Il13	2098029	2094935	10090.ENSMUSP00000030964	10090.ENSMUSP00000020650	0	0	0	0	0	0	0	0.603	0.603
Vmn1r51	Gm14496	2105747	2105549	10090.ENSMUSP00000072637	10090.ENSMUSP00000071670	0	0	0	0	0	0	0	0.603	0.603
Bms1	Nop58	2098421	2096815	10090.ENSMUSP00000032237	10090.ENSMUSP00000027174	0	0	0	0	0	0.523	0	0.202	0.603
Itga4	Pecam1	2110328	2107015	10090.ENSMUSP00000099718	10090.ENSMUSP00000079664	0	0	0	0	0	0	0	0.602	0.602
Aco1	Acaca	2110475	2094986	10090.ENSMUSP00000100038	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.601	0.601
Tbpl2	Polr3h	2106963	2095731	10090.ENSMUSP00000079309	10090.ENSMUSP00000023113	0	0	0	0	0	0.561	0	0.129	0.601
Defb33	Defb46	2109485	2108814	10090.ENSMUSP00000096507	10090.ENSMUSP00000093087	0	0	0	0	0	0	0	0.601	0.601
Igf2	Kras	2112474	2098474	10090.ENSMUSP00000114076	10090.ENSMUSP00000032399	0	0	0	0	0	0	0	0.600	0.600
Sh2d1b1	Ly9	2115297	2105182	10090.ENSMUSP00000137069	10090.ENSMUSP00000069319	0	0	0	0	0	0.105	0	0.571	0.600
Hnrnpa3	Snrpd1	2108135	2093392	10090.ENSMUSP00000088298	10090.ENSMUSP00000002551	0	0	0	0	0	0.539	0	0.169	0.600
Usp14	Usp19	2108302	2093862	10090.ENSMUSP00000089728	10090.ENSMUSP00000006854	0	0	0	0	0	0.047	0	0.597	0.599
Sf3a2	Hnrnpa3	2112649	2108135	10090.ENSMUSP00000117160	10090.ENSMUSP00000088298	0	0	0	0	0	0.559	0	0.129	0.599
Rpl21-ps4	Rpl35a	2106932	2106680	10090.ENSMUSP00000079127	10090.ENSMUSP00000077857	0	0	0	0	0	0.397	0	0.362	0.598
Sf3a2	U2af1	2112649	2094217	10090.ENSMUSP00000117160	10090.ENSMUSP00000014684	0	0	0	0	0	0.554	0	0.133	0.597
Sugt1	Chordc1	2102636	2093294	10090.ENSMUSP00000052942	10090.ENSMUSP00000001825	0	0	0	0	0	0.318	0	0.432	0.596
Kras	Lgr5	2098474	2094842	10090.ENSMUSP00000032399	10090.ENSMUSP00000020350	0	0	0	0	0	0.115	0	0.562	0.596
Ifih1	Rpa1	2097157	2093147	10090.ENSMUSP00000028259	10090.ENSMUSP00000000767	0	0	0	0	0	0.590	0	0.053	0.595
Eef1a1	Hsp90aa1	2100750	2095266	10090.ENSMUSP00000042457	10090.ENSMUSP00000021698	0	0	0	0	0	0.115	0	0.561	0.595
Rab9	Chml	2112960	2110553	10090.ENSMUSP00000123325	10090.ENSMUSP00000100600	0	0	0	0	0	0.539	0	0.157	0.594
Zfp259	Gspt1	2112679	2106900	10090.ENSMUSP00000117725	10090.ENSMUSP00000078940	0	0	0	0	0	0.592	0	0	0.592
Acaca	Txn2	2094986	2093698	10090.ENSMUSP00000020843	10090.ENSMUSP00000005487	0	0	0	0	0	0	0	0.592	0.592
Prkg1	Gucy2e	2105868	2095120	10090.ENSMUSP00000073268	10090.ENSMUSP00000021259	0	0	0	0	0	0.310	0	0.430	0.590
Kif2c	Ndc80	2104499	2096108	10090.ENSMUSP00000064261	10090.ENSMUSP00000024851	0	0	0	0	0	0.106	0	0.557	0.587
Fgf4	Hsp90aa1	2103297	2095266	10090.ENSMUSP00000056752	10090.ENSMUSP00000021698	0	0	0	0	0	0.555	0	0.110	0.587
Rheb	Rab3ip	2097962	2094848	10090.ENSMUSP00000030787	10090.ENSMUSP00000020375	0	0	0	0	0	0.252	0	0.471	0.587
Gnai1	Rgs7	2106032	2097012	10090.ENSMUSP00000074259	10090.ENSMUSP00000027812	0	0	0	0	0	0.424	0	0.310	0.586
Rpl35a	Gm7536	2106680	2106465	10090.ENSMUSP00000077857	10090.ENSMUSP00000076607	0	0	0	0	0	0.491	0	0.221	0.586
Cdkn2c	Hsp90aa1	2105327	2095266	10090.ENSMUSP00000070313	10090.ENSMUSP00000021698	0	0	0	0	0	0.493	0	0.213	0.584
Aifm3	Acaca	2095829	2094986	10090.ENSMUSP00000023448	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.584	0.584
Pms1	Rad51l3	2096843	2094584	10090.ENSMUSP00000027267	10090.ENSMUSP00000018985	0	0	0	0	0	0.424	0	0.307	0.583
Ppia	Hsp90b1	2112688	2094799	10090.ENSMUSP00000117987	10090.ENSMUSP00000020238	0	0	0	0	0	0.197	0	0.501	0.582
Lrit1	Hsp90aa1	2112458	2095266	10090.ENSMUSP00000113964	10090.ENSMUSP00000021698	0	0	0	0	0	0.115	0	0.548	0.582
Cyb5	mt-Cytb	2113048	2107259	10090.ENSMUSP00000124480	10090.ENSMUSP00000081003	0	0	0	0	0	0	0	0.581	0.581
Rpsa	Yars	2099357	2093226	10090.ENSMUSP00000035105	10090.ENSMUSP00000001365	0	0	0	0	0	0.062	0	0.571	0.580
Prl	Fgf4	2111400	2103297	10090.ENSMUSP00000105998	10090.ENSMUSP00000056752	0	0	0	0	0	0	0	0.580	0.580
Cyth3	Arl5a	2112210	2100608	10090.ENSMUSP00000112157	10090.ENSMUSP00000041756	0	0	0	0	0	0.552	0	0.101	0.580
Sumo2	Rad51l3	2112537	2094584	10090.ENSMUSP00000115044	10090.ENSMUSP00000018985	0	0	0	0	0	0.419	0	0.307	0.580
Rpl23a	Rpl21-ps4	2110240	2106932	10090.ENSMUSP00000099541	10090.ENSMUSP00000079127	0	0	0	0	0	0.555	0	0.092	0.578
Gm10335	Rpl21-ps4	2108925	2106932	10090.ENSMUSP00000093719	10090.ENSMUSP00000079127	0	0	0	0	0	0.555	0	0.092	0.578
Pir	Nans	2098868	2097721	10090.ENSMUSP00000033749	10090.ENSMUSP00000030018	0	0	0	0	0	0.554	0	0.093	0.578
Mrpl48	Pbp2	2112592	2110002	10090.ENSMUSP00000116090	10090.ENSMUSP00000098414	0	0	0	0	0	0.577	0	0	0.577
Mapk4	Actg2	2108273	2106112	10090.ENSMUSP00000089462	10090.ENSMUSP00000074658	0	0	0	0	0	0.112	0	0.543	0.576
Gm8420	Rpl23a	2114162	2110240	10090.ENSMUSP00000131518	10090.ENSMUSP00000099541	0	0	0	0	0	0.571	0	0.049	0.574
Hist1h2an	Nap1l4	2108261	2105720	10090.ENSMUSP00000089345	10090.ENSMUSP00000072510	0	0	0	0	0	0.394	0	0.326	0.574
Gm8420	Gm10335	2114162	2108925	10090.ENSMUSP00000131518	10090.ENSMUSP00000093719	0	0	0	0	0	0.571	0	0.049	0.574
Akt3	Kras	2111503	2098474	10090.ENSMUSP00000106789	10090.ENSMUSP00000032399	0	0	0	0	0	0.210	0	0.482	0.574
Rps23	Bms1	2102909	2098421	10090.ENSMUSP00000054490	10090.ENSMUSP00000032237	0	0	0	0	0	0.572	0	0	0.572
Pbp2	Rpl10	2110002	2093973	10090.ENSMUSP00000098414	10090.ENSMUSP00000008826	0	0	0	0	0	0.572	0	0	0.572
Agpat5	Acaca	2112640	2094986	10090.ENSMUSP00000117025	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.572	0.572
Gm7536	Yars	2106465	2093226	10090.ENSMUSP00000076607	10090.ENSMUSP00000001365	0	0	0	0	0	0.100	0	0.545	0.572
Gm3550	Gm5745	2110572	2107439	10090.ENSMUSP00000100655	10090.ENSMUSP00000082452	0	0	0	0	0	0.391	0	0.325	0.571
Mapk4	Gnb3	2108273	2096026	10090.ENSMUSP00000089462	10090.ENSMUSP00000024206	0	0	0	0	0	0.311	0	0.402	0.570
Gm10335	Pes1	2108925	2094954	10090.ENSMUSP00000093719	10090.ENSMUSP00000020705	0	0	0	0	0	0.420	0	0.290	0.570
Tardbp	Hsp90aa1	2107284	2095266	10090.ENSMUSP00000081142	10090.ENSMUSP00000021698	0	0	0	0	0	0.143	0	0.519	0.570
Syncrip	Sf3a2	2114469	2112649	10090.ENSMUSP00000133649	10090.ENSMUSP00000117160	0	0	0	0	0	0.554	0	0.077	0.570
Utp15	Nol11	2101805	2094531	10090.ENSMUSP00000048204	10090.ENSMUSP00000018577	0	0	0	0	0	0.115	0	0.534	0.570
Nop58	Snrpd1	2096815	2093392	10090.ENSMUSP00000027174	10090.ENSMUSP00000002551	0	0	0	0	0	0.321	0	0.392	0.569
Sept7	Sept1	2113498	2110809	10090.ENSMUSP00000127641	10090.ENSMUSP00000101921	0	0	0	0.947	0	0.554	0	0.658	0.569
Smn1	Snrpd1	2095409	2093392	10090.ENSMUSP00000022147	10090.ENSMUSP00000002551	0	0	0	0	0	0.486	0	0.196	0.569
Cenpc1	Pten	2098094	2094170	10090.ENSMUSP00000031170	10090.ENSMUSP00000013807	0	0	0	0	0	0.535	0	0.112	0.569
Prmt5	Snrpd1	2095978	2093392	10090.ENSMUSP00000023873	10090.ENSMUSP00000002551	0	0	0	0	0	0.108	0	0.537	0.569
Acaca	Pnpt1	2094986	2094967	10090.ENSMUSP00000020843	10090.ENSMUSP00000020756	0	0	0	0	0	0	0	0.568	0.568
Cyb5	Acaca	2113048	2094986	10090.ENSMUSP00000124480	10090.ENSMUSP00000020843	0	0	0	0	0	0.100	0	0.538	0.566
Gm3550	Rpl6	2110572	2098248	10090.ENSMUSP00000100655	10090.ENSMUSP00000031617	0	0	0	0	0	0.541	0	0.095	0.566
Igf2	Fgf4	2112474	2103297	10090.ENSMUSP00000114076	10090.ENSMUSP00000056752	0	0	0	0	0	0	0	0.565	0.565
Fbxo46	Fbxo38	2103108	2101670	10090.ENSMUSP00000055692	10090.ENSMUSP00000047541	0	0	0	0	0	0	0	0.565	0.565
Actg2	Eef1a1	2106112	2100750	10090.ENSMUSP00000074658	10090.ENSMUSP00000042457	0	0	0	0	0	0.167	0	0.500	0.565
Gnai1	Lgr5	2106032	2094842	10090.ENSMUSP00000074259	10090.ENSMUSP00000020350	0	0	0	0	0	0.196	0	0.482	0.565
Tab2	Rps27a	2112869	2110414	10090.ENSMUSP00000121266	10090.ENSMUSP00000099908	0	0	0	0	0	0.553	0	0.063	0.564
Tomm22	Txn2	2095708	2093698	10090.ENSMUSP00000023062	10090.ENSMUSP00000005487	0	0	0	0	0	0.554	0	0.063	0.564
Mrpl15	Yars	2112558	2093226	10090.ENSMUSP00000115512	10090.ENSMUSP00000001365	0	0	0	0	0	0.081	0	0.545	0.563
Jun	Irf3	2102864	2093473	10090.ENSMUSP00000054270	10090.ENSMUSP00000003284	0	0	0	0	0	0	0	0.563	0.563
Thoc1	Zc3h13	2096196	2095542	10090.ENSMUSP00000025137	10090.ENSMUSP00000022577	0	0	0	0	0	0.333	0	0.371	0.562
Rps27a	Rpl19	2110414	2094431	10090.ENSMUSP00000099908	10090.ENSMUSP00000017548	0	0	0	0	0	0.554	0	0.060	0.562
Lrit1	Mapk4	2112458	2108273	10090.ENSMUSP00000113964	10090.ENSMUSP00000089462	0	0	0	0	0	0.219	0	0.463	0.562
Tek	Kras	2110387	2098474	10090.ENSMUSP00000099862	10090.ENSMUSP00000032399	0	0	0	0	0	0.167	0	0.495	0.561
Ddx50	Yars	2094812	2093226	10090.ENSMUSP00000020270	10090.ENSMUSP00000001365	0	0	0	0	0	0.104	0	0.531	0.561
Krt10	Jun	2110187	2102864	10090.ENSMUSP00000099420	10090.ENSMUSP00000054270	0	0	0	0	0	0	0	0.561	0.561
Ddx20	Yars	2108109	2093226	10090.ENSMUSP00000088176	10090.ENSMUSP00000001365	0	0	0	0	0	0.104	0	0.531	0.561
Rpsa	Rplp1	2099357	2093941	10090.ENSMUSP00000035105	10090.ENSMUSP00000008036	0	0	0	0	0	0.416	0	0.280	0.561
Nap1l4	Eif3e	2105720	2095679	10090.ENSMUSP00000072510	10090.ENSMUSP00000022960	0	0	0	0	0	0.554	0	0.055	0.560
Hnrnph2	Hnrnpf	2102282	2101206	10090.ENSMUSP00000050838	10090.ENSMUSP00000045048	0	0	0	0.982	0	0.554	0	0.815	0.560
Atr	Top3a	2099316	2093433	10090.ENSMUSP00000034980	10090.ENSMUSP00000002891	0	0	0	0	0	0.286	0	0.408	0.559
Pex7	Pex3	2094785	2094718	10090.ENSMUSP00000020182	10090.ENSMUSP00000019945	0	0	0	0	0	0	0	0.559	0.559
Tek	Abcg2	2110387	2098315	10090.ENSMUSP00000099862	10090.ENSMUSP00000031822	0	0	0	0	0	0.114	0	0.522	0.558
Zhx1	Bpgm	2104757	2101641	10090.ENSMUSP00000066201	10090.ENSMUSP00000047393	0	0	0	0	0	0	0	0.558	0.558
Sike1	Strn3	2097515	2094146	10090.ENSMUSP00000029447	10090.ENSMUSP00000013130	0	0	0	0	0	0.402	0	0.291	0.558
Gnai1	Gng11	2106032	2098268	10090.ENSMUSP00000074259	10090.ENSMUSP00000031670	0	0	0	0	0	0.490	0	0.170	0.558
Rpsa	Rpl6	2099357	2098248	10090.ENSMUSP00000035105	10090.ENSMUSP00000031617	0	0	0	0	0	0.416	0	0.273	0.557
Rab9	Yipf5	2112960	2096267	10090.ENSMUSP00000123325	10090.ENSMUSP00000025364	0	0	0	0	0	0.211	0	0.462	0.557
Rpl23a	Yars	2110240	2093226	10090.ENSMUSP00000099541	10090.ENSMUSP00000001365	0	0	0	0	0	0.056	0	0.550	0.557
Fgf16	Hsp90aa1	2098818	2095266	10090.ENSMUSP00000033581	10090.ENSMUSP00000021698	0	0	0	0	0	0.555	0	0	0.555
Fgf17	Hsp90aa1	2095593	2095266	10090.ENSMUSP00000022697	10090.ENSMUSP00000021698	0	0	0	0	0	0.555	0	0	0.555
Hsf4	Hsp90b1	2101950	2094799	10090.ENSMUSP00000048904	10090.ENSMUSP00000020238	0	0	0	0	0	0.190	0	0.473	0.555
Golph3	Gmppb	2103388	2099694	10090.ENSMUSP00000057375	10090.ENSMUSP00000036898	0	0	0	0	0	0.554	0	0	0.554
Lrrc8b	Prkg1	2111685	2105868	10090.ENSMUSP00000108327	10090.ENSMUSP00000073268	0	0	0	0	0	0.177	0	0.481	0.554
Glrx3	Api5	2104819	2097250	10090.ENSMUSP00000066621	10090.ENSMUSP00000028617	0	0	0	0	0	0.554	0	0	0.554
Tprkb	Nup43	2104453	2101518	10090.ENSMUSP00000063927	10090.ENSMUSP00000046732	0	0	0	0	0	0.554	0	0	0.554
Scyl2	Pcmt1	2114505	2113089	10090.ENSMUSP00000133992	10090.ENSMUSP00000124932	0	0	0	0	0	0.554	0	0	0.554
Prkg1	Shoc2	2105868	2096464	10090.ENSMUSP00000073268	10090.ENSMUSP00000025932	0	0	0	0	0	0.177	0	0.481	0.554
Rps26	Rplp1	2096602	2093941	10090.ENSMUSP00000026420	10090.ENSMUSP00000008036	0	0	0	0	0	0.491	0	0.160	0.554
Krt83	Atg10	2107187	2095398	10090.ENSMUSP00000080613	10090.ENSMUSP00000022119	0	0	0	0	0	0.554	0	0	0.554
Ehd1	Tomm22	2096372	2095708	10090.ENSMUSP00000025684	10090.ENSMUSP00000023062	0	0	0	0	0	0.554	0	0	0.554
Zfp259	Ubqlnl	2112679	2103228	10090.ENSMUSP00000117725	10090.ENSMUSP00000056365	0	0	0	0	0	0.291	0	0.398	0.554
Hnrnpf	Pex3	2101206	2094718	10090.ENSMUSP00000045048	10090.ENSMUSP00000019945	0	0	0	0	0	0.554	0	0	0.554
Lrrc4c	Prkg1	2113123	2105868	10090.ENSMUSP00000125218	10090.ENSMUSP00000073268	0	0	0	0	0	0.177	0	0.481	0.554
Prkg1	Rtn4rl2	2105868	2103442	10090.ENSMUSP00000073268	10090.ENSMUSP00000057725	0	0	0	0	0	0.177	0	0.481	0.554
Sf3a2	Sugp1	2112649	2094108	10090.ENSMUSP00000117160	10090.ENSMUSP00000011450	0	0	0	0	0	0.554	0	0	0.554
Prkg1	Lrrd1	2105868	2100042	10090.ENSMUSP00000073268	10090.ENSMUSP00000038675	0	0	0	0	0	0.177	0	0.481	0.554
Sf3a2	Bub3	2112649	2107328	10090.ENSMUSP00000117160	10090.ENSMUSP00000081547	0	0	0	0	0	0.554	0	0	0.554
Sf3a2	Hsp90aa1	2112649	2095266	10090.ENSMUSP00000117160	10090.ENSMUSP00000021698	0	0	0	0	0	0.306	0	0.384	0.554
Nap1l4	Pes1	2105720	2094954	10090.ENSMUSP00000072510	10090.ENSMUSP00000020705	0	0	0	0	0	0.554	0	0	0.554
Ubr7	Thoc1	2100519	2096196	10090.ENSMUSP00000041247	10090.ENSMUSP00000025137	0	0	0	0	0	0.554	0	0	0.554
Suclg2	Usp19	2106874	2093862	10090.ENSMUSP00000078774	10090.ENSMUSP00000006854	0	0	0	0	0	0.553	0	0	0.553
Gm10335	Yars	2108925	2093226	10090.ENSMUSP00000093719	10090.ENSMUSP00000001365	0	0	0	0	0	0.056	0	0.546	0.553
Mrpl22	Yars	2094979	2093226	10090.ENSMUSP00000020820	10090.ENSMUSP00000001365	0	0	0	0	0	0.059	0	0.545	0.553
Sumo2	Uba3	2112537	2107932	10090.ENSMUSP00000115044	10090.ENSMUSP00000086701	0	0	0	0	0	0.403	0	0.281	0.552
Bmpr2	Jun	2107700	2102864	10090.ENSMUSP00000084701	10090.ENSMUSP00000054270	0	0	0	0	0	0	0	0.552	0.552
Pnpt1	Ddx50	2094967	2094812	10090.ENSMUSP00000020756	10090.ENSMUSP00000020270	0	0	0	0	0	0.423	0	0.256	0.552
Tpr	Nup98	2112673	2105072	10090.ENSMUSP00000117616	10090.ENSMUSP00000068530	0	0	0	0	0	0.169	0	0.482	0.551
Grk1	Gnb3	2098897	2096026	10090.ENSMUSP00000033827	10090.ENSMUSP00000024206	0	0	0	0	0	0.448	0	0.220	0.551
Cfl2	Actl6a	2106567	2097452	10090.ENSMUSP00000077262	10090.ENSMUSP00000029214	0	0	0	0	0	0.489	0	0.158	0.551
Top3a	Yars	2093433	2093226	10090.ENSMUSP00000002891	10090.ENSMUSP00000001365	0	0	0	0	0	0.053	0	0.545	0.550
Rpl35a	Rpsa	2106680	2099357	10090.ENSMUSP00000077857	10090.ENSMUSP00000035105	0	0	0	0	0	0.491	0	0.153	0.550
Scn5a	Inhba	2104762	2101745	10090.ENSMUSP00000066228	10090.ENSMUSP00000047894	0	0	0	0	0	0	0	0.549	0.549
Rps23	Yars	2102909	2093226	10090.ENSMUSP00000054490	10090.ENSMUSP00000001365	0	0	0	0	0	0	0	0.549	0.549
Ifih1	Irf1	2097157	2094594	10090.ENSMUSP00000028259	10090.ENSMUSP00000019043	0	0	0	0	0	0	0	0.549	0.549
Jun	Irf1	2102864	2094594	10090.ENSMUSP00000054270	10090.ENSMUSP00000019043	0	0	0	0	0	0	0	0.548	0.548
Prl	Kras	2111400	2098474	10090.ENSMUSP00000105998	10090.ENSMUSP00000032399	0	0	0	0	0	0	0	0.547	0.547
Arhgap10	Sec11c	2106300	2096278	10090.ENSMUSP00000075658	10090.ENSMUSP00000025394	0	0	0	0	0	0	0	0.547	0.547
Ybey	Mapre2	2101331	2096195	10090.ENSMUSP00000045647	10090.ENSMUSP00000025127	0	0	0	0	0	0	0	0.546	0.546
Gm5093	Yars	2113554	2093226	10090.ENSMUSP00000127966	10090.ENSMUSP00000001365	0	0	0	0	0	0	0	0.546	0.546
Rad51l3	Yars	2094584	2093226	10090.ENSMUSP00000018985	10090.ENSMUSP00000001365	0	0	0	0	0	0	0	0.546	0.546
Dimt1	Yars	2095425	2093226	10090.ENSMUSP00000022203	10090.ENSMUSP00000001365	0	0	0	0	0	0	0	0.546	0.546
Adc	Acaca	2097897	2094986	10090.ENSMUSP00000030581	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.546	0.546
Gm10036	Yars	2106844	2093226	10090.ENSMUSP00000078670	10090.ENSMUSP00000001365	0	0	0	0	0	0	0	0.546	0.546
Gm7589	Yars	2107473	2093226	10090.ENSMUSP00000082771	10090.ENSMUSP00000001365	0	0	0	0	0	0	0	0.546	0.546
Ankrd36	Cct3	2111325	2093234	10090.ENSMUSP00000105482	10090.ENSMUSP00000001452	0	0	0	0	0	0.102	0	0.515	0.546
Ppia	Fkbp3	2112688	2095146	10090.ENSMUSP00000117987	10090.ENSMUSP00000021332	0	0	0	0	0	0.214	0	0.445	0.545
Gk2	Acaca	2102518	2094986	10090.ENSMUSP00000052226	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.545	0.545
Nup43	Nup205	2101518	2100229	10090.ENSMUSP00000046732	10090.ENSMUSP00000039656	0	0	0	0	0	0	0	0.545	0.545
Myh6	Actl6a	2107169	2097452	10090.ENSMUSP00000080538	10090.ENSMUSP00000029214	0	0	0	0	0	0.396	0	0.278	0.545
Gm21319	Yars	2113274	2093226	10090.ENSMUSP00000126351	10090.ENSMUSP00000001365	0	0	0	0	0	0	0	0.544	0.544
Acaca	Yars	2094986	2093226	10090.ENSMUSP00000020843	10090.ENSMUSP00000001365	0	0	0	0	0	0	0	0.543	0.543
Ccdc75	Ccdc109b	2113356	2097578	10090.ENSMUSP00000126814	10090.ENSMUSP00000029624	0	0	0	0	0	0	0	0.543	0.543
Ero1l	Txnrd3	2095483	2093155	10090.ENSMUSP00000022378	10090.ENSMUSP00000000828	0	0	0	0	0	0	0	0.543	0.543
Gabra1	Hsp90b1	2094956	2094799	10090.ENSMUSP00000020707	10090.ENSMUSP00000020238	0	0	0	0	0	0.543	0	0	0.543
Adc	Yars	2097897	2093226	10090.ENSMUSP00000030581	10090.ENSMUSP00000001365	0	0	0	0	0	0	0	0.543	0.543
Ddx20	Pnpt1	2108109	2094967	10090.ENSMUSP00000088176	10090.ENSMUSP00000020756	0	0	0	0	0	0.423	0	0.238	0.541
Prkg1	Smad1	2105868	2105441	10090.ENSMUSP00000073268	10090.ENSMUSP00000071035	0	0	0	0	0	0.499	0	0.123	0.541
